data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND573201AAB,Hassan_Pandrnga_I (Karnataka),22-09-2018 13:22,22-09-2018 19:59,396,TRUE,132,22-09-2018 17:19,134.6423495,156,110,148.6098,1.418181818,21,20,25.4224,1.05
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND573201AAB,Hassan_Pandrnga_I (Karnataka),22-09-2018 13:22,22-09-2018 19:59,396,FALSE,145,22-09-2018 16:57,145.0380615,177,135,167.241,1.311111111,21,25,18.6312,0.84
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,22,23-09-2018 01:43,22.35317295,31,19,27.903,1.631578947,31,19,27.903,1.631578947
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,44,23-09-2018 00:51,49.87999141,84,43,61.6323,1.953488372,52,23,33.7293,2.260869565
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,66,23-09-2018 00:19,66.74001403,116,57,81.8582,2.035087719,31,14,20.2259,2.214285714
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,88,22-09-2018 22:19,88.52953584,236,84,119.0515,2.80952381,120,26,37.1933,4.615384615
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,110,22-09-2018 21:23,110.1394952,292,104,148.3746,2.807692308,56,20,29.3231,2.8
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,TRUE,132,22-09-2018 20:45,132.1155736,330,125,176.9276,2.64,37,21,30.273,1.761904762
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND573201AAB,Hassan_Pandrnga_I (Karnataka),IND575004AAB,Mangalore_Kuntikna_H (Karnataka),22-09-2018 19:59,23-09-2018 02:21,382,FALSE,138,22-09-2018 20:18,138.5589368,356,123,172.9557,2.894308943,26,12,15.9511,2.166666667
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,22,23-09-2018 11:11,23.1158709,52,33,30.5564,1.575757576,52,33,30.5564,1.575757576
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,44,23-09-2018 10:49,44.82772743,73,49,53.7309,1.489795918,21,16,23.1745,1.3125
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,66,23-09-2018 10:11,82.05150647,111,77,92.4829,1.441558442,37,27,38.752,1.37037037
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,88,23-09-2018 10:05,88.96578908,118,82,99.5655,1.43902439,6,4,7.0826,1.5
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,110,23-09-2018 09:43,110.3877686,139,98,121.9218,1.418367347,21,15,22.3563,1.4
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,132,23-09-2018 08:51,133.0701317,191,121,151.9741,1.578512397,51,23,30.0523,2.217391304
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,154,23-09-2018 08:11,156.3245765,231,146,187.1564,1.582191781,40,25,35.1823,1.6
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,176,23-09-2018 07:41,178.807827,261,165,214.1885,1.581818182,29,19,27.0321,1.526315789
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,198,23-09-2018 07:05,200.4066649,297,186,243.2888,1.596774194,36,20,29.1003,1.8
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,220,23-09-2018 05:23,234.0075273,400,224,296.5329,1.785714286,102,37,53.2441,2.756756757
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,242,23-09-2018 04:33,243.4753174,450,230,298.6445,1.956521739,50,7,11.2335,7.142857143
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,TRUE,264,23-09-2018 03:47,264.2807874,496,234,312.0837,2.11965812,46,19,26.9079,2.421052632
training,22-09-2018 13:22,thanos::sroute:e2de1151-0f41-43a1-9537-5bf3368af32d,FTL,trip-153762254575245090,IND575004AAB,Mangalore_Kuntikna_H (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),23-09-2018 02:21,23-09-2018 12:08,586,FALSE,283,23-09-2018 03:21,283.4801545,522,250,333.7904,2.088,25,15,21.7067,1.666666667
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),16-09-2018 21:02,17-09-2018 02:38,335,TRUE,22,17-09-2018 00:40,22.52247263,113,40,58.0894,2.825,113,40,58.0894,2.825
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),16-09-2018 21:02,17-09-2018 02:38,335,TRUE,44,16-09-2018 23:41,45.10593379,172,65,88.9428,2.646153846,58,24,30.8534,2.416666667
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),16-09-2018 21:02,17-09-2018 02:38,335,TRUE,66,16-09-2018 22:45,66.91738267,228,93,118.8606,2.451612903,55,27,29.9179,2.037037037
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),16-09-2018 21:02,17-09-2018 02:38,335,TRUE,88,16-09-2018 22:02,89.44551114,272,123,143.3943,2.211382114,43,31,25.5108,1.387096774
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),16-09-2018 21:02,17-09-2018 02:38,335,FALSE,102,16-09-2018 21:48,102.7121834,286,140,182.1544,2.042857143,13,16,13.3553,0.8125
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND174001AAA,BilaspurHP_Indsarea_D (Himachal Pradesh),IND175018AAA,SundarNgr_Bhogpur_D (Himachal Pradesh),17-09-2018 02:38,17-09-2018 04:24,105,FALSE,21,17-09-2018 03:10,21.39076959,68,26,37.6677,2.615384615,68,26,37.6677,2.615384615
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND175018AAA,SundarNgr_Bhogpur_D (Himachal Pradesh),IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),17-09-2018 04:24,17-09-2018 05:17,53,FALSE,18,17-09-2018 04:28,18.90187068,42,15,22.5747,2.8,42,15,22.5747,2.8
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),IND175101AAA,Kullu_AkhraBzr_D (Himachal Pradesh),17-09-2018 05:17,17-09-2018 08:49,211,TRUE,22,17-09-2018 07:39,26.13615867,42,44,29.3169,0.954545455,42,44,29.3169,0.954545455
training,16-09-2018 21:02,thanos::sroute:745d12f5-afae-40d0-affd-bd574f42e1aa,FTL,trip-153713174823714701,IND175001AAA,Mandi_PlaceCol_D (Himachal Pradesh),IND175101AAA,Kullu_AkhraBzr_D (Himachal Pradesh),17-09-2018 05:17,17-09-2018 08:49,211,FALSE,30,17-09-2018 05:51,30.53095816,150,74,63.0275,2.027027027,108,53,36.2099,2.037735849
training,12-09-2018 16:35,thanos::sroute:5fc11a89-ddbc-43a8-9f9f-33415131974b,FTL,trip-153677015300687587,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),12-09-2018 16:35,12-09-2018 19:04,148,TRUE,22,12-09-2018 18:34,22.5422635,28,20,26.1011,1.4,28,20,26.1011,1.4
training,12-09-2018 16:35,thanos::sroute:5fc11a89-ddbc-43a8-9f9f-33415131974b,FTL,trip-153677015300687587,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),12-09-2018 16:35,12-09-2018 19:04,148,TRUE,44,12-09-2018 17:54,45.72239838,68,39,52.6647,1.743589744,40,18,26.5637,2.222222222
training,12-09-2018 16:35,thanos::sroute:5fc11a89-ddbc-43a8-9f9f-33415131974b,FTL,trip-153677015300687587,IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),IND144001AAB,Jalandhar_DPC (Punjab),12-09-2018 16:35,12-09-2018 19:04,148,FALSE,61,12-09-2018 17:30,61.75810888,91,51,70.1544,1.784313725,23,12,17.4896,1.916666667
training,18-09-2018 21:11,thanos::sroute:4e56a56d-2aaa-4b12-a897-7e29f3f480b2,Carting,trip-153730506531667145,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),18-09-2018 21:11,18-09-2018 22:46,95,TRUE,18,18-09-2018 21:25,21.74183639,76,31,33.5084,2.451612903,76,31,33.5084,2.451612903
training,18-09-2018 21:11,thanos::sroute:4e56a56d-2aaa-4b12-a897-7e29f3f480b2,Carting,trip-153730506531667145,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),18-09-2018 21:11,18-09-2018 22:46,95,FALSE,21,18-09-2018 21:25,21.74183639,76,31,33.5084,2.451612903,0,0,0,-1
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,22,16-09-2018 12:53,22.87085303,35,18,25.3237,1.944444444,35,18,25.3237,1.944444444
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,44,16-09-2018 12:23,44.8392395,65,35,49.1277,1.857142857,29,16,23.8039,1.8125
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,66,16-09-2018 11:59,67.57674369,90,52,73.0044,1.730769231,24,16,23.8767,1.5
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,88,16-09-2018 11:25,96.84809824,123,74,104.3615,1.662162162,33,22,31.3572,1.5
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,110,16-09-2018 11:05,112.1645044,143,86,120.8376,1.662790698,20,11,16.4761,1.818181818
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,132,16-09-2018 10:37,132.4106206,171,103,145.1255,1.660194175,28,17,24.2879,1.647058824
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,154,16-09-2018 10:09,156.1179267,199,122,172.3888,1.631147541,27,19,27.2633,1.421052632
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,176,16-09-2018 09:11,177.5532665,257,138,195.2314,1.862318841,58,16,22.8426,3.625
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,198,16-09-2018 08:45,198.5778611,283,153,217.0336,1.849673203,26,15,21.8022,1.733333333
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,220,16-09-2018 08:21,221.1719746,307,171,241.6048,1.795321637,23,17,24.5711,1.352941176
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,242,16-09-2018 07:55,242.2660926,333,187,264.7688,1.780748663,25,17,24.7865,1.470588235
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,264,16-09-2018 07:13,283.0913075,375,217,306.9487,1.728110599,42,29,42.18,1.448275862
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,286,16-09-2018 07:07,287.501063,381,220,311.5203,1.731818182,5,3,4.5715,1.666666667
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,308,16-09-2018 06:39,308.5147284,409,238,337.1917,1.718487395,28,18,25.6715,1.555555556
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,330,16-09-2018 06:05,333.2543633,443,257,363.525,1.723735409,33,18,26.3333,1.833333333
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,352,16-09-2018 05:37,353.3046886,471,272,384.2841,1.731617647,28,14,20.7591,2
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,374,16-09-2018 04:59,376.886299,509,291,411.3349,1.749140893,38,19,27.0508,2
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,396,16-09-2018 04:23,396.1991008,545,306,432.4622,1.781045752,35,14,21.1273,2.5
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,418,16-09-2018 03:05,418.5344378,623,325,458.8812,1.916923077,77,18,26.419,4.277777778
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,440,16-09-2018 02:37,441.1742788,651,342,482.879,1.903508772,28,18,25.6798,1.555555556
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,462,16-09-2018 01:43,463.8823677,705,359,506.7592,1.963788301,53,16,23.8802,3.3125
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,484,16-09-2018 01:09,488.1454844,739,378,533.9686,1.955026455,34,19,27.2094,1.789473684
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,506,16-09-2018 00:27,506.0248332,781,393,555.214,1.987277354,41,15,21.2453,2.733333333
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,528,15-09-2018 23:49,529.9671792,820,415,585.5483,1.975903614,38,21,30.3343,1.80952381
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,550,15-09-2018 23:21,550.4316363,847,431,608.601,1.965197216,27,16,23.0527,1.6875
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,572,15-09-2018 22:35,572.0821837,894,454,640.8653,1.969162996,46,22,32.2644,2.090909091
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,594,15-09-2018 21:33,594.0510522,956,484,664.3411,1.975206612,62,34,48.3811,1.823529412
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,616,15-09-2018 20:45,616.1308185,1003,495,693.2719,2.026262626,47,24,35.249,1.958333333
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,638,15-09-2018 20:09,638.3308756,1039,502,709.7403,2.069721116,36,17,25.439,2.117647059
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,660,15-09-2018 19:03,661.1435463,1105,520,735.2728,2.125,66,18,25.5325,3.666666667
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,682,15-09-2018 18:15,685.6084615,1153,539,760.9014,2.139146568,47,18,25.6286,2.611111111
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,704,15-09-2018 17:39,705.036103,1189,556,784.7095,2.138489209,36,17,23.8081,2.117647059
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,726,15-09-2018 14:07,739.8981101,1401,585,825.3736,2.394871795,212,28,40.6641,7.571428571
training,14-09-2018 08:44,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153691467675448833,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND751002AAB,Bhubaneshwar_Hub (Orissa),14-09-2018 08:44,16-09-2018 13:43,3178,TRUE,748,15-09-2018 13:53,752.5576759,1415,594,838.2276,2.382154882,14,9,12.854,1.555555556
